"","Competition_Name","Country","Team","Opp","Venue","HomeGoals","AwayGoals","Result","Diff"
"1852","Premier League","ENG","Manchester City","Bournemouth","A",2,1,"L",-1
"1853","Premier League","ENG","Crystal Palace","Wolves","A",2,2,"D",0
"1854","Premier League","ENG","Aston Villa","Tottenham","A",4,1,"L",-3
"1855","Premier League","ENG","Chelsea","Manchester Utd","A",1,1,"D",0
"1856","Premier League","ENG","Brentford","Fulham","A",2,1,"L",-1
"1857","Premier League","ENG","Everton","West Ham","A",0,0,"D",0
"1858","Premier League","ENG","Fulham","Crystal Palace","A",0,2,"W",2
"1859","Premier League","ENG","Southampton","Wolves","A",2,0,"L",-2
"1860","Premier League","ENG","Bournemouth","Brentford","A",3,2,"L",-1
"1861","Premier League","ENG","Manchester City","Brighton","A",2,1,"L",-1
"1862","Premier League","ENG","Aston Villa","Liverpool","A",2,0,"L",-2
"1863","Premier League","ENG","Ipswich Town","Tottenham","A",1,2,"W",1
"1864","Premier League","ENG","Newcastle Utd","Nott'ham Forest","A",1,3,"W",2
"1865","Premier League","ENG","Leicester City","Manchester Utd","A",3,0,"L",-3
"1866","Premier League","ENG","Arsenal","Chelsea","A",1,1,"D",0
"1867","Premier League","ENG","Chelsea","Leicester City","A",1,2,"W",1
"1868","Premier League","ENG","Crystal Palace","Aston Villa","A",2,2,"D",0
"1869","Premier League","ENG","Wolves","Fulham","A",1,4,"W",3
"1870","Premier League","ENG","Brighton","Bournemouth","A",1,2,"W",1
"1871","Premier League","ENG","Nott'ham Forest","Arsenal","A",3,0,"L",-3
"1872","Premier League","ENG","Brentford","Everton","A",0,0,"D",0
"1873","Premier League","ENG","Tottenham","Manchester City","A",0,4,"W",4
"1874","Premier League","ENG","Liverpool","Southampton","A",2,3,"W",1
"1875","Premier League","ENG","Manchester Utd","Ipswich Town","A",1,1,"D",0
"1876","Premier League","ENG","West Ham","Newcastle Utd","A",0,2,"W",2
"1877","Premier League","ENG","Southampton","Brighton","A",1,1,"D",0
"1878","Premier League","ENG","Bournemouth","Wolves","A",2,4,"W",2
"1879","Premier League","ENG","Ipswich Town","Nott'ham Forest","A",1,0,"L",-1
"1880","Premier League","ENG","Leicester City","Brentford","A",4,1,"L",-3
"1881","Premier League","ENG","Newcastle Utd","Crystal Palace","A",1,1,"D",0
"1882","Premier League","ENG","Arsenal","West Ham","A",2,5,"W",3
"1883","Premier League","ENG","Everton","Manchester Utd","A",4,0,"L",-4
"1884","Premier League","ENG","Fulham","Tottenham","A",1,1,"D",0
"1885","Premier League","ENG","Aston Villa","Chelsea","A",3,0,"L",-3
"1886","Premier League","ENG","Manchester City","Liverpool","A",2,0,"L",-2
"1887","Premier League","ENG","Crystal Palace","Ipswich Town","A",0,1,"W",1
"1888","Premier League","ENG","West Ham","Leicester City","A",3,1,"L",-2
"1889","Premier League","ENG","Liverpool","Newcastle Utd","A",3,3,"D",0
"1890","Premier League","ENG","Wolves","Everton","A",4,0,"L",-4
"1891","Premier League","ENG","Nott'ham Forest","Manchester City","A",3,0,"L",-3
"1892","Premier League","ENG","Chelsea","Southampton","A",1,5,"W",4
"1893","Premier League","ENG","Manchester Utd","Arsenal","A",2,0,"L",-2
"1894","Premier League","ENG","Brentford","Aston Villa","A",3,1,"L",-2
"1895","Premier League","ENG","Brighton","Fulham","A",3,1,"L",-2
"1896","Premier League","ENG","Tottenham","Bournemouth","A",1,0,"L",-1
"1897","Premier League","ENG","Southampton","Aston Villa","A",1,0,"L",-1
"1898","Premier League","ENG","Manchester City","Crystal Palace","A",2,2,"D",0
"1899","Premier League","ENG","Newcastle Utd","Brentford","A",4,2,"L",-2
"1900","Premier League","ENG","Nott'ham Forest","Manchester Utd","A",2,3,"W",1
"1901","Premier League","ENG","Brighton","Leicester City","A",2,2,"D",0
"1902","Premier League","ENG","Bournemouth","Ipswich Town","A",1,2,"W",1
"1903","Premier League","ENG","Arsenal","Fulham","A",1,1,"D",0
"1904","Premier League","ENG","Chelsea","Tottenham","A",3,4,"W",1
"1905","Premier League","ENG","Wolves","West Ham","A",2,1,"L",-1
"1906","Premier League","ENG","Fulham","Liverpool","A",2,2,"D",0
"1907","Premier League","ENG","Ipswich Town","Wolves","A",1,2,"W",1
"1908","Premier League","ENG","Leicester City","Newcastle Utd","A",4,0,"L",-4
"1909","Premier League","ENG","Everton","Arsenal","A",0,0,"D",0
"1910","Premier League","ENG","Aston Villa","Nott'ham Forest","A",2,1,"L",-1
"1911","Premier League","ENG","Crystal Palace","Brighton","A",1,3,"W",2
"1912","Premier League","ENG","Manchester Utd","Manchester City","A",1,2,"W",1
"1913","Premier League","ENG","Tottenham","Southampton","A",0,5,"W",5
"1914","Premier League","ENG","Brentford","Chelsea","A",2,1,"L",-1
"1915","Premier League","ENG","West Ham","Bournemouth","A",1,1,"D",0
"1916","Premier League","ENG","Manchester City","Aston Villa","A",2,1,"L",-1
"1917","Premier League","ENG","Newcastle Utd","Ipswich Town","A",0,4,"W",4
"1918","Premier League","ENG","Nott'ham Forest","Brentford","A",0,2,"W",2
"1919","Premier League","ENG","Brighton","West Ham","A",1,1,"D",0
"1920","Premier League","ENG","Arsenal","Crystal Palace","A",1,5,"W",4
"1921","Premier League","ENG","Bournemouth","Manchester Utd","A",0,3,"W",3
"1922","Premier League","ENG","Wolves","Leicester City","A",0,3,"W",3
"1923","Premier League","ENG","Chelsea","Everton","A",0,0,"D",0
"1924","Premier League","ENG","Southampton","Fulham","A",0,0,"D",0
"1925","Premier League","ENG","Liverpool","Tottenham","A",3,6,"W",3
"1926","Premier League","ENG","Everton","Manchester City","A",1,1,"D",0
"1927","Premier League","ENG","West Ham","Southampton","A",0,1,"W",1
"1928","Premier League","ENG","Aston Villa","Newcastle Utd","A",3,0,"L",-3
"1929","Premier League","ENG","Tottenham","Nott'ham Forest","A",1,0,"L",-1
"1930","Premier League","ENG","Crystal Palace","Bournemouth","A",0,0,"D",0
"1931","Premier League","ENG","Fulham","Chelsea","A",1,2,"W",1
"1932","Premier League","ENG","Manchester Utd","Wolves","A",2,0,"L",-2
"1933","Premier League","ENG","Leicester City","Liverpool","A",3,1,"L",-2
"1934","Premier League","ENG","Brentford","Brighton","A",0,0,"D",0
"1935","Premier League","ENG","Ipswich Town","Arsenal","A",1,0,"L",-1
"1936","Premier League","ENG","Manchester City","Leicester City","A",0,2,"W",2
"1937","Premier League","ENG","Nott'ham Forest","Everton","A",0,2,"W",2
"1938","Premier League","ENG","Wolves","Tottenham","A",2,2,"D",0
"1939","Premier League","ENG","Bournemouth","Fulham","A",2,2,"D",0
"1940","Premier League","ENG","Southampton","Crystal Palace","A",2,1,"L",-1
"1941","Premier League","ENG","Liverpool","West Ham","A",0,5,"W",5
"1942","Premier League","ENG","Brighton","Aston Villa","A",2,2,"D",0
"1943","Premier League","ENG","Chelsea","Ipswich Town","A",2,0,"L",-2
"1944","Premier League","ENG","Newcastle Utd","Manchester Utd","A",0,2,"W",2
"1945","Premier League","ENG","Arsenal","Brentford","A",1,3,"W",2
"1946","Premier League","ENG","Newcastle Utd","Tottenham","A",1,2,"W",1
"1947","Premier League","ENG","Leicester City","Aston Villa","A",2,1,"L",-1
"1948","Premier League","ENG","Everton","Bournemouth","A",1,0,"L",-1
"1949","Premier League","ENG","Chelsea","Crystal Palace","A",1,1,"D",0
"1950","Premier League","ENG","Brentford","Southampton","A",0,5,"W",5
"1951","Premier League","ENG","West Ham","Manchester City","A",4,1,"L",-3
"1952","Premier League","ENG","Arsenal","Brighton","A",1,1,"D",0
"1953","Premier League","ENG","Ipswich Town","Fulham","A",2,2,"D",0
"1954","Premier League","ENG","Manchester Utd","Liverpool","A",2,2,"D",0
"1955","Premier League","ENG","Nott'ham Forest","Wolves","A",0,3,"W",3
"1956","Premier League","ENG","Fulham","West Ham","A",3,2,"L",-1
"1957","Premier League","ENG","Bournemouth","Chelsea","A",2,2,"D",0
"1958","Premier League","ENG","Manchester City","Brentford","A",2,2,"D",0
"1959","Premier League","ENG","Liverpool","Nott'ham Forest","A",1,1,"D",0
"1960","Premier League","ENG","Crystal Palace","Leicester City","A",0,2,"W",2
"1961","Premier League","ENG","Aston Villa","Everton","A",0,1,"W",1
"1962","Premier League","ENG","Wolves","Newcastle Utd","A",3,0,"L",-3
"1963","Premier League","ENG","Tottenham","Arsenal","A",2,1,"L",-1
"1964","Premier League","ENG","Brighton","Ipswich Town","A",0,2,"W",2
"1965","Premier League","ENG","Southampton","Manchester Utd","A",3,1,"L",-2
"1966","Premier League","ENG","Bournemouth","Newcastle Utd","A",1,4,"W",3
"1967","Premier League","ENG","Fulham","Leicester City","A",0,2,"W",2
"1968","Premier League","ENG","Crystal Palace","West Ham","A",0,2,"W",2
"1969","Premier League","ENG","Liverpool","Brentford","A",0,2,"W",2
"1970","Premier League","ENG","Aston Villa","Arsenal","A",2,2,"D",0
"1971","Premier League","ENG","Tottenham","Everton","A",3,2,"L",-1
"1972","Premier League","ENG","Brighton","Manchester Utd","A",1,3,"W",2
"1973","Premier League","ENG","Southampton","Nott'ham Forest","A",3,2,"L",-1
"1974","Premier League","ENG","Manchester City","Ipswich Town","A",0,6,"W",6
"1975","Premier League","ENG","Wolves","Chelsea","A",3,1,"L",-2
"1976","Premier League","ENG","Newcastle Utd","Southampton","A",1,3,"W",2
"1977","Premier League","ENG","Everton","Brighton","A",0,1,"W",1
"1978","Premier League","ENG","Ipswich Town","Liverpool","A",4,1,"L",-3
"1979","Premier League","ENG","Nott'ham Forest","Bournemouth","A",5,0,"L",-5
"1980","Premier League","ENG","Arsenal","Wolves","A",0,1,"W",1
"1981","Premier League","ENG","Chelsea","Manchester City","A",3,1,"L",-2
"1982","Premier League","ENG","Brentford","Crystal Palace","A",1,2,"W",1
"1983","Premier League","ENG","Leicester City","Tottenham","A",1,2,"W",1
"1984","Premier League","ENG","West Ham","Aston Villa","A",1,1,"D",0
"1985","Premier League","ENG","Manchester Utd","Fulham","A",0,1,"W",1
"1986","Premier League","ENG","Brighton","Nott'ham Forest","A",7,0,"L",-7
"1987","Premier League","ENG","Leicester City","Everton","A",4,0,"L",-4
"1988","Premier League","ENG","Fulham","Newcastle Utd","A",1,2,"W",1
"1989","Premier League","ENG","Liverpool","Bournemouth","A",0,2,"W",2
"1990","Premier League","ENG","Southampton","Ipswich Town","A",1,2,"W",1
"1991","Premier League","ENG","Aston Villa","Wolves","A",2,0,"L",-2
"1992","Premier League","ENG","Crystal Palace","Manchester Utd","A",0,2,"W",2
"1993","Premier League","ENG","Tottenham","Brentford","A",0,2,"W",2
"1994","Premier League","ENG","Manchester City","Arsenal","A",5,1,"L",-4
"1995","Premier League","ENG","West Ham","Chelsea","A",2,1,"L",-1
"1996","Premier League","ENG","Liverpool","Everton","A",2,2,"D",0
"1997","Premier League","ENG","Chelsea","Brighton","A",3,0,"L",-3
"1998","Premier League","ENG","Arsenal","Leicester City","A",0,2,"W",2
"1999","Premier League","ENG","Nott'ham Forest","Fulham","A",2,1,"L",-1
"2000","Premier League","ENG","Newcastle Utd","Manchester City","A",4,0,"L",-4
"2001","Premier League","ENG","Bournemouth","Southampton","A",1,3,"W",2
"2002","Premier League","ENG","Ipswich Town","Aston Villa","A",1,1,"D",0
"2003","Premier League","ENG","Brentford","West Ham","A",0,1,"W",1
"2004","Premier League","ENG","Everton","Crystal Palace","A",1,2,"W",1
"2005","Premier League","ENG","Wolves","Liverpool","A",2,1,"L",-1
"2006","Premier League","ENG","Manchester Utd","Tottenham","A",1,0,"L",-1
"2007","Premier League","ENG","Liverpool","Aston Villa","A",2,2,"D",0
"2008","Premier League","ENG","Brentford","Leicester City","A",0,4,"W",4
"2009","Premier League","ENG","Manchester Utd","Everton","A",2,2,"D",0
"2010","Premier League","ENG","Crystal Palace","Fulham","A",0,2,"W",2
"2011","Premier League","ENG","Wolves","Bournemouth","A",0,1,"W",1
"2012","Premier League","ENG","Tottenham","Ipswich Town","A",1,4,"W",3
"2013","Premier League","ENG","West Ham","Arsenal","A",0,1,"W",1
"2014","Premier League","ENG","Brighton","Southampton","A",0,4,"W",4
"2015","Premier League","ENG","Chelsea","Aston Villa","A",2,1,"L",-1
"2016","Premier League","ENG","Nott'ham Forest","Newcastle Utd","A",4,3,"L",-1
"2017","Premier League","ENG","Liverpool","Manchester City","A",0,2,"W",2
"2018","Premier League","ENG","Bournemouth","Brighton","A",2,1,"L",-1
"2019","Premier League","ENG","Aston Villa","Crystal Palace","A",4,1,"L",-3
"2020","Premier League","ENG","Fulham","Wolves","A",1,2,"W",1
"2021","Premier League","ENG","Southampton","Chelsea","A",4,0,"L",-4
"2022","Premier League","ENG","Manchester City","Tottenham","A",0,1,"W",1
"2023","Premier League","ENG","Arsenal","Nott'ham Forest","A",0,0,"D",0
"2024","Premier League","ENG","Ipswich Town","Manchester Utd","A",3,2,"L",-1
"2025","Premier League","ENG","Everton","Brentford","A",1,1,"D",0
"2026","Premier League","ENG","Newcastle Utd","Liverpool","A",2,0,"L",-2
"2027","Premier League","ENG","Leicester City","West Ham","A",2,0,"L",-2
"2028","Premier League","ENG","Manchester City","Nott'ham Forest","A",1,0,"L",-1
"2029","Premier League","ENG","Southampton","Liverpool","A",3,1,"L",-2
"2030","Premier League","ENG","Fulham","Brighton","A",2,1,"L",-1
"2031","Premier League","ENG","Ipswich Town","Crystal Palace","A",1,0,"L",-1
"2032","Premier League","ENG","Aston Villa","Brentford","A",0,1,"W",1
"2033","Premier League","ENG","Everton","Wolves","A",1,1,"D",0
"2034","Premier League","ENG","Leicester City","Chelsea","A",1,0,"L",-1
"2035","Premier League","ENG","Bournemouth","Tottenham","A",2,2,"D",0
"2036","Premier League","ENG","Arsenal","Manchester Utd","A",1,1,"D",0
"2037","Premier League","ENG","Newcastle Utd","West Ham","A",0,1,"W",1
"2038","Premier League","ENG","West Ham","Everton","A",1,1,"D",0
"2039","Premier League","ENG","Wolves","Southampton","A",1,2,"W",1
"2040","Premier League","ENG","Nott'ham Forest","Ipswich Town","A",2,4,"W",2
"2041","Premier League","ENG","Brighton","Manchester City","A",2,2,"D",0
"2042","Premier League","ENG","Brentford","Bournemouth","A",1,2,"W",1
"2043","Premier League","ENG","Chelsea","Arsenal","A",1,0,"L",-1
"2044","Premier League","ENG","Tottenham","Fulham","A",2,0,"L",-2
"2045","Premier League","ENG","Manchester Utd","Leicester City","A",0,3,"W",3
"2046","Premier League","ENG","Fulham","Arsenal","A",2,1,"L",-1
"2047","Premier League","ENG","West Ham","Wolves","A",1,0,"L",-1
"2048","Premier League","ENG","Manchester Utd","Nott'ham Forest","A",1,0,"L",-1
"2049","Premier League","ENG","Brentford","Newcastle Utd","A",2,1,"L",-1
"2050","Premier League","ENG","Leicester City","Manchester City","A",2,0,"L",-2
"2051","Premier League","ENG","Crystal Palace","Southampton","A",1,1,"D",0
"2052","Premier League","ENG","Ipswich Town","Bournemouth","A",1,2,"W",1
"2053","Premier League","ENG","Aston Villa","Brighton","A",0,3,"W",3
"2054","Premier League","ENG","Everton","Liverpool","A",1,0,"L",-1
"2055","Premier League","ENG","Tottenham","Chelsea","A",1,0,"L",-1
"2056","Premier League","ENG","Arsenal","Everton","A",1,1,"D",0
"2057","Premier League","ENG","Brighton","Crystal Palace","A",2,1,"L",-1
"2058","Premier League","ENG","Wolves","Ipswich Town","A",1,2,"W",1
"2059","Premier League","ENG","Bournemouth","West Ham","A",2,2,"D",0
"2060","Premier League","ENG","Nott'ham Forest","Aston Villa","A",2,1,"L",-1
"2061","Premier League","ENG","Liverpool","Fulham","A",3,2,"L",-1
"2062","Premier League","ENG","Chelsea","Brentford","A",0,0,"D",0
"2063","Premier League","ENG","Southampton","Tottenham","A",3,1,"L",-2
"2064","Premier League","ENG","Manchester City","Manchester Utd","A",0,0,"D",0
"2065","Premier League","ENG","Newcastle Utd","Leicester City","A",0,3,"W",3
"2066","Premier League","ENG","Crystal Palace","Manchester City","A",5,2,"L",-3
"2067","Premier League","ENG","Leicester City","Brighton","A",2,2,"D",0
"2068","Premier League","ENG","Aston Villa","Southampton","A",0,3,"W",3
"2069","Premier League","ENG","Everton","Nott'ham Forest","A",0,1,"W",1
"2070","Premier League","ENG","Brentford","Arsenal","A",1,1,"D",0
"2071","Premier League","ENG","West Ham","Liverpool","A",2,1,"L",-1
"2072","Premier League","ENG","Ipswich Town","Chelsea","A",2,2,"D",0
"2073","Premier League","ENG","Tottenham","Wolves","A",4,2,"L",-2
"2074","Premier League","ENG","Manchester Utd","Newcastle Utd","A",4,1,"L",-3
"2075","Premier League","ENG","Fulham","Bournemouth","A",1,0,"L",-1
"2076","Premier League","ENG","Crystal Palace","Newcastle Utd","A",5,0,"L",-5
"2077","Premier League","ENG","Manchester City","Everton","A",0,2,"W",2
"2078","Premier League","ENG","Southampton","West Ham","A",1,1,"D",0
"2079","Premier League","ENG","Bournemouth","Crystal Palace","A",0,0,"D",0
"2080","Premier League","ENG","Brighton","Brentford","A",4,2,"L",-2
"2081","Premier League","ENG","Newcastle Utd","Aston Villa","A",4,1,"L",-3
"2082","Premier League","ENG","Chelsea","Fulham","A",1,2,"W",1
"2083","Premier League","ENG","Arsenal","Ipswich Town","A",0,4,"W",4
"2084","Premier League","ENG","Wolves","Manchester Utd","A",0,1,"W",1
"2085","Premier League","ENG","Liverpool","Leicester City","A",0,1,"W",1
"2086","Premier League","ENG","Nott'ham Forest","Tottenham","A",1,2,"W",1
"2087","Premier League","ENG","Aston Villa","Manchester City","A",2,1,"L",-1
"2088","Premier League","ENG","Crystal Palace","Arsenal","A",2,2,"D",0
"2089","Premier League","ENG","Everton","Chelsea","A",1,0,"L",-1
"2090","Premier League","ENG","West Ham","Brighton","A",3,2,"L",-1
"2091","Premier League","ENG","Leicester City","Wolves","A",3,0,"L",-3
"2092","Premier League","ENG","Fulham","Southampton","A",1,2,"W",1
"2093","Premier League","ENG","Ipswich Town","Newcastle Utd","A",3,0,"L",-3
"2094","Premier League","ENG","Manchester Utd","Bournemouth","A",1,1,"D",0
"2095","Premier League","ENG","Tottenham","Liverpool","A",5,1,"L",-4
"2096","Premier League","ENG","Brentford","Nott'ham Forest","A",0,2,"W",2
"2097","Premier League","ENG","Wolves","Manchester City","A",1,0,"L",-1
"2098","Premier League","ENG","Fulham","Aston Villa","A",1,0,"L",-1
"2099","Premier League","ENG","Southampton","Leicester City","A",2,0,"L",-2
"2100","Premier League","ENG","Ipswich Town","Everton","A",2,2,"D",0
"2101","Premier League","ENG","Bournemouth","Arsenal","A",1,2,"W",1
"2102","Premier League","ENG","Newcastle Utd","Brighton","A",1,1,"D",0
"2103","Premier League","ENG","Tottenham","West Ham","A",1,1,"D",0
"2104","Premier League","ENG","Manchester Utd","Brentford","A",4,3,"L",-1
"2105","Premier League","ENG","Liverpool","Chelsea","A",3,1,"L",-2
"2106","Premier League","ENG","Nott'ham Forest","Crystal Palace","A",1,1,"D",0
"2107","Premier League","ENG","Brentford","Ipswich Town","A",0,1,"W",1
"2108","Premier League","ENG","Everton","Fulham","A",1,3,"W",2
"2109","Premier League","ENG","Brighton","Wolves","A",0,2,"W",2
"2110","Premier League","ENG","Manchester City","Southampton","A",0,0,"D",0
"2111","Premier League","ENG","Aston Villa","Bournemouth","A",0,1,"W",1
"2112","Premier League","ENG","Chelsea","Newcastle Utd","A",2,0,"L",-2
"2113","Premier League","ENG","Leicester City","Nott'ham Forest","A",2,2,"D",0
"2114","Premier League","ENG","Crystal Palace","Tottenham","A",0,2,"W",2
"2115","Premier League","ENG","West Ham","Manchester Utd","A",0,2,"W",2
"2116","Premier League","ENG","Arsenal","Liverpool","A",2,2,"D",0
"2117","Premier League","ENG","Tottenham","Aston Villa","A",2,0,"L",-2
"2118","Premier League","ENG","Manchester Utd","Chelsea","A",1,0,"L",-1
"2119","Premier League","ENG","Southampton","Everton","A",2,0,"L",-2
"2120","Premier League","ENG","Nott'ham Forest","West Ham","A",1,2,"W",1
"2121","Premier League","ENG","Fulham","Brentford","A",2,3,"W",1
"2122","Premier League","ENG","Ipswich Town","Leicester City","A",2,0,"L",-2
"2123","Premier League","ENG","Newcastle Utd","Arsenal","A",1,0,"L",-1
"2124","Premier League","ENG","Liverpool","Brighton","A",3,2,"L",-1
"2125","Premier League","ENG","Bournemouth","Manchester City","A",3,1,"L",-2
"2126","Premier League","ENG","Wolves","Crystal Palace","A",4,2,"L",-2
"2127","Premier League","ENG","Aston Villa","Manchester Utd","A",2,0,"L",-2
"2128","Premier League","ENG","West Ham","Ipswich Town","A",1,3,"W",2
"2129","Premier League","ENG","Brentford","Wolves","A",1,1,"D",0
"2130","Premier League","ENG","Arsenal","Southampton","A",1,2,"W",1
"2131","Premier League","ENG","Crystal Palace","Liverpool","A",1,1,"D",0
"2132","Premier League","ENG","Chelsea","Nott'ham Forest","A",0,1,"W",1
"2133","Premier League","ENG","Manchester City","Fulham","A",0,2,"W",2
"2134","Premier League","ENG","Everton","Newcastle Utd","A",0,1,"W",1
"2135","Premier League","ENG","Leicester City","Bournemouth","A",2,0,"L",-2
"2136","Premier League","ENG","Brighton","Tottenham","A",1,4,"W",3
"2137","Ligue 1","FRA","Paris S-G","Le Havre","A",1,4,"W",3
"2138","Ligue 1","FRA","Marseille","Brest","A",1,5,"W",4
"2139","Ligue 1","FRA","Lille","Reims","A",0,2,"W",2
"2140","Ligue 1","FRA","Saint-Étienne","Monaco","A",1,0,"L",-1
"2141","Ligue 1","FRA","Nice","Auxerre","A",2,1,"L",-1
"2142","Ligue 1","FRA","Lens","Angers","A",0,1,"W",1
"2143","Ligue 1","FRA","Nantes","Toulouse","A",0,0,"D",0
"2144","Ligue 1","FRA","Strasbourg","Montpellier","A",1,1,"D",0
"2145","Ligue 1","FRA","Lyon","Rennes","A",3,0,"L",-3
"2146","Ligue 1","FRA","Montpellier","Paris S-G","A",6,0,"L",-6
"2147","Ligue 1","FRA","Monaco","Lyon","A",0,2,"W",2
"2148","Ligue 1","FRA","Angers","Lille","A",2,0,"L",-2
"2149","Ligue 1","FRA","Le Havre","Saint-Étienne","A",0,2,"W",2
"2150","Ligue 1","FRA","Brest","Lens","A",2,0,"L",-2
"2151","Ligue 1","FRA","Auxerre","Nantes","A",2,0,"L",-2
"2152","Ligue 1","FRA","Toulouse","Nice","A",1,1,"D",0
"2153","Ligue 1","FRA","Rennes","Strasbourg","A",3,1,"L",-2
"2154","Ligue 1","FRA","Reims","Marseille","A",2,2,"D",0
"2155","Ligue 1","FRA","Strasbourg","Lyon","A",4,3,"L",-1
"2156","Ligue 1","FRA","Saint-Étienne","Brest","A",4,0,"L",-4
"2157","Ligue 1","FRA","Nantes","Montpellier","A",1,3,"W",2
"2158","Ligue 1","FRA","Marseille","Toulouse","A",1,3,"W",2
"2159","Ligue 1","FRA","Lens","Monaco","A",1,1,"D",0
"2160","Ligue 1","FRA","Rennes","Reims","A",2,1,"L",-1
"2161","Ligue 1","FRA","Auxerre","Le Havre","A",3,1,"L",-2
"2162","Ligue 1","FRA","Nice","Angers","A",1,4,"W",3
"2163","Ligue 1","FRA","Paris S-G","Lille","A",1,3,"W",2
"2164","Ligue 1","FRA","Lille","Saint-Étienne","A",1,0,"L",-1
"2165","Ligue 1","FRA","Nice","Marseille","A",2,0,"L",-2
"2166","Ligue 1","FRA","Monaco","Auxerre","A",0,3,"W",3
"2167","Ligue 1","FRA","Brest","Paris S-G","A",3,1,"L",-2
"2168","Ligue 1","FRA","Montpellier","Rennes","A",3,0,"L",-3
"2169","Ligue 1","FRA","Reims","Nantes","A",1,2,"W",1
"2170","Ligue 1","FRA","Angers","Strasbourg","A",1,1,"D",0
"2171","Ligue 1","FRA","Le Havre","Toulouse","A",2,0,"L",-2
"2172","Ligue 1","FRA","Lyon","Lens","A",0,0,"D",0
"2173","Ligue 1","FRA","Saint-Étienne","Nice","A",8,0,"L",-8
"2174","Ligue 1","FRA","Strasbourg","Lille","A",3,3,"D",0
"2175","Ligue 1","FRA","Lens","Rennes","A",1,1,"D",0
"2176","Ligue 1","FRA","Paris S-G","Reims","A",1,1,"D",0
"2177","Ligue 1","FRA","Le Havre","Monaco","A",3,1,"L",-2
"2178","Ligue 1","FRA","Toulouse","Brest","A",2,0,"L",-2
"2179","Ligue 1","FRA","Nantes","Angers","A",1,1,"D",0
"2180","Ligue 1","FRA","Auxerre","Montpellier","A",3,2,"L",-1
"2181","Ligue 1","FRA","Marseille","Lyon","A",2,3,"W",1
"2182","Ligue 1","FRA","Brest","Auxerre","A",3,0,"L",-3
"2183","Ligue 1","FRA","Rennes","Paris S-G","A",3,1,"L",-2
"2184","Ligue 1","FRA","Nice","Lens","A",0,0,"D",0
"2185","Ligue 1","FRA","Lille","Le Havre","A",0,3,"W",3
"2186","Ligue 1","FRA","Montpellier","Monaco","A",2,1,"L",-1
"2187","Ligue 1","FRA","Lyon","Toulouse","A",1,2,"W",1
"2188","Ligue 1","FRA","Saint-Étienne","Nantes","A",2,2,"D",0
"2189","Ligue 1","FRA","Reims","Angers","A",1,3,"W",2
"2190","Ligue 1","FRA","Marseille","Strasbourg","A",1,0,"L",-1
"2191","Ligue 1","FRA","Angers","Marseille","A",1,1,"D",0
"2192","Ligue 1","FRA","Auxerre","Saint-Étienne","A",3,1,"L",-2
"2193","Ligue 1","FRA","Toulouse","Lille","A",2,1,"L",-1
"2194","Ligue 1","FRA","Monaco","Rennes","A",1,2,"W",1
"2195","Ligue 1","FRA","Nantes","Lyon","A",2,0,"L",-2
"2196","Ligue 1","FRA","Le Havre","Brest","A",2,0,"L",-2
"2197","Ligue 1","FRA","Lens","Strasbourg","A",2,2,"D",0
"2198","Ligue 1","FRA","Montpellier","Reims","A",4,2,"L",-2
"2199","Ligue 1","FRA","Paris S-G","Nice","A",1,1,"D",0
"2200","Ligue 1","FRA","Lille","Monaco","A",0,0,"D",0
"2201","Ligue 1","FRA","Rennes","Brest","A",1,1,"D",0
"2202","Ligue 1","FRA","Lens","Saint-Étienne","A",0,2,"W",2
"2203","Ligue 1","FRA","Strasbourg","Paris S-G","A",4,2,"L",-2
"2204","Ligue 1","FRA","Lyon","Le Havre","A",0,4,"W",4
"2205","Ligue 1","FRA","Angers","Toulouse","A",1,1,"D",0
"2206","Ligue 1","FRA","Reims","Auxerre","A",2,1,"L",-1
"2207","Ligue 1","FRA","Nice","Nantes","A",1,1,"D",0
"2208","Ligue 1","FRA","Marseille","Montpellier","A",0,5,"W",5
"2209","Ligue 1","FRA","Le Havre","Rennes","A",1,0,"L",-1
"2210","Ligue 1","FRA","Saint-Étienne","Angers","A",4,2,"L",-2
"2211","Ligue 1","FRA","Brest","Reims","A",1,2,"W",1
"2212","Ligue 1","FRA","Lille","Lens","A",0,2,"W",2
"2213","Ligue 1","FRA","Auxerre","Lyon","A",2,2,"D",0
"2214","Ligue 1","FRA","Toulouse","Montpellier","A",0,3,"W",3
"2215","Ligue 1","FRA","Monaco","Nice","A",2,1,"L",-1
"2216","Ligue 1","FRA","Nantes","Strasbourg","A",3,1,"L",-2
"2217","Ligue 1","FRA","Paris S-G","Marseille","A",0,3,"W",3
"2218","Ligue 1","FRA","Angers","Monaco","A",0,1,"W",1
"2219","Ligue 1","FRA","Lyon","Lille","A",1,1,"D",0
"2220","Ligue 1","FRA","Lens","Paris S-G","A",1,0,"L",-1
"2221","Ligue 1","FRA","Nice","Brest","A",0,1,"W",1
"2222","Ligue 1","FRA","Strasbourg","Saint-Étienne","A",2,0,"L",-2
"2223","Ligue 1","FRA","Reims","Toulouse","A",1,0,"L",-1
"2224","Ligue 1","FRA","Montpellier","Le Havre","A",1,0,"L",-1
"2225","Ligue 1","FRA","Rennes","Auxerre","A",4,0,"L",-4
"2226","Ligue 1","FRA","Marseille","Nantes","A",1,2,"W",1
"2227","Ligue 1","FRA","Auxerre","Marseille","A",1,3,"W",2
